1.05,1.0
1.137931034482759,1.0
1.206896551724138,1.0
1.275862068965517,1.0
1.344827586206897,1.0
1.413793103448276,1.0
1.482758620689655,1.0
1.551724137931034,1.0
1.6206896551724141,1.0
1.6896551724137931,1.0
1.7586206896551722,1.0
1.827586206896552,1.0
1.896551724137931,1.0
1.96551724137931,1.0
2.03448275862069,1.0
2.1034482758620703,1.0
2.17241379310345,1.0
2.24137931034483,1.0
2.31034482758621,1.0
2.37931034482759,1.0
2.4482758620689697,1.0
2.51724137931034,1.0
2.5862068965517198,1.0
2.6551724137931,1.0
2.72413793103448,1.0
2.7931034482758603,1.0
2.86206896551724,1.0
2.93103448275862,1.0
3.0,1.0
3.10827781717084,0.997066827702248
3.21623803684788,0.988275914308719
3.32356399310553,0.973653045083052
3.42994088042205,0.953241111420173
3.53505667705844,0.927099985038445
3.63860306027196,0.895306342365604
3.74027631067983,0.857953439633582
3.83977820312053,0.815150839341913
3.93681688139958,0.767024088892045
4.03110771435405,0.713714352335177
4.12237413072477,0.65537799631378
4.21034843038753,0.592186131411286
4.29477256956366,0.524324110255272
4.37539891770685,0.451990983846261
4.45199098384626,0.37539891770684597
4.52432411025527,0.29477256956365405
4.592186131411291,0.21034843038753004
4.65537799631378,0.122374130724764
4.71371435233518,0.031107714354043026
4.76702408889205,-0.06318311860041992
4.81515083934191,-0.1602217968794699
4.8579534396335795,-0.25972368932017
4.8953063423656005,-0.3613969397280401
4.92709998503845,-0.46494332294156004
4.95324111142017,-0.5700591195779501
4.97365304508305,-0.6764360068944699
4.98827591430872,-0.78376196315212
4.99706682770225,-0.8917221828291599
5.0,-1.0
5.0,-1.1034482758620698
5.0,-1.2068965517241401
5.0,-1.31034482758621
5.0,-1.4137931034482798
5.0,-1.5172413793103399
5.0,-1.6206896551724101
5.0,-1.72413793103448
5.0,-1.8275862068965498
5.0,-1.93103448275862
5.0,-2.03448275862069
5.0,-2.13793103448276
5.0,-2.24137931034483
5.0,-2.3448275862069
5.0,-2.44827586206897
5.0,-2.55172413793103
5.0,-2.6551724137931
5.0,-2.75862068965517
5.0,-2.86206896551724
5.0,-2.96551724137931
5.0,-3.06896551724138
5.0,-3.17241379310345
